post_id	text	date
1		2016-05-26 08:04:27
2	В связи с чествованием ХК «Металлург» 27 мая с 12:00 и до окончания  мероприятий будет ограничено движение транспортных средств в попутном направлении на нескольких участках улично-дорожной сети города. Как сообщает пресс-служба администрации города, будет ограничено движение на следующих участках дорог: по улице Вознесенской на участке от безымянного проезда между  проспектом Ленина и улицей Вознесенской, пролегающим севернее здания ледового дворца спорта «Арена Металлург», до улицы Завенягина; по улице Завенягина, далее по улице Магнитной на участке от проспекта Ленина до улицы Маяковского; по улице Маяковского на участке от улицы Магнитной до проспекта Пушкина; по проспекту Пушкина от улицы Маяковского до улицы Кирова; по улице Кирова на участке от дома №70 до улицы Харьковской; по Центральному переходу, далее по проспекту Металлургов на участке от улицы Зеленцова до проспекта Ленина; по проспекту Ленина на участке от площади Ленина до улицы имени газеты «Правда» (южная сторона); от площади Народных гуляний, далее по проспекту Ленина на участке от улицы имени газеты «Правда» (северная сторона) до улицы Завенягина.	2016-05-26 07:09:09
3	Доменное имя на родном языке Владельцам сайтов становится всё сложнее выделиться в Интернете. Привлечь внимание пользователя можно оригинальным запоминающимся адресом веб-ресурса. Домен в зоне .РУС станет для вас возможностью удачно заявить о себе в Сети, а благодаря использованию кириллических символов позволит не искажать оригинальное название компании или проекта. К тому же такой домен будет отлично смотреться на рекламных материалах. http://www.reg.ru/domain/new/РУС/?rid=7489	2016-05-24 18:31:42
4	"Как нас кормят современные пищевые технологии Никогда не покупайте фарш и изделия из него — сосиски, сардельки, колбасы, пельмени, котлеты и т. п., — особенно для своих детей, а также для беременных и кормящих!  В лучшем случае содержание в них мяса не превышает 2—5% (вместо 60-70-ти), в худшем, и таких более половины, - мяса в них вообще нет (см. ниже), и оно замещено множеством далеко не полезных веществ (особенно токсичных для детей, беременных и кормящих, и  снижающих подвижность сперматозоидов у мужчин). Даже в дорогих сортах современных твердокопченых колбас содержание мяса редко превышает 10%.  Нет мяса — нет и вкуса. Аппетитный мясной вкус, цвет, запах восполняются химически синтезированными вкусовыми, красящими и ароматическими веществами. В этом случае порядочные производители пишут на упаковке ""аналогичные естественным"", но таких очень немного. С 1980-х годов химия способна придать продукту любой наперед заданный вкус, цвет и аромат, практически неотличимые даже специально подготовленными экспертами.  ПРАКТИЧЕСКИЙ ЭКСПЕРИМЕНТ.  Купите и попробуйте раз в жизни ""Чипсы со вкусом красной  икры"" - срок хранения 6 месяцев, чтобы больше не сомневаться в  возможностях современной химии. Разумеется, даже следов красной икры там нет - иначе, вы отравились бы при хранении этих чипсов при комнатной температуре уже через 3-4 дня. Убедительный вкус есть, а икры нет. Также и с мясом, и с рыбой (а можно и с клубникой, и с ананасом, и с горчицей, и т. д.).  Сейчас очень многие производители промышленной пищи и приправ вводят специальные безвкусные вещества, которые, подобно допамину воздействуют на головной мозг, вызывают  чувство удовольствия, возбуждают аппетит и ""приучают"" именно к их  продукции (желательно, с раннего детства - не удивляйтесь, когда ваш  ребенок хочет именно эти сосиски и ест эту абсолютную дрянь с жадностью - у детей рецепторы моложе и реагируют острее). Некоторые производители вводят такие вещества в промышленно изготовленное детское питание для самых маленьких, и приученный к таким продуктам ребенок начинает отказываться есть другие блюда.  Конечно, при существующем в стране трехкратном недостатке мяса (и 80% его ввозится из-за границы) никому не придет в голову прокручивать дорогостоящее мясо в дешевый фарш. В частности, в последнее время производство в России своей ""национальной"" говядины не превышает 0,5 кг на душу населения в год.  Потому ""мясной"" или ""рыбный"" фарш делают из чего-то другого - см. ниже.  Покупайте мясо и рыбу только куском, когда видно, что это такое. И сырыми, чтобы приготовить самостоятельно. Пока еще никто не научился подделывать кусок сырого мяса или рыбы. Хотя в России кусок мяса или рыба для увеличения веса с помощью игольных инъекций непременно нашпигуют различными растворами. Но все же это будет в какой-то степени мясо, хотя и с завышенным весом.  Для нужд мошенников, насыщающих мясо и рыбу водой нынче вовсю работают российские промышленные производства, выпускающие оборудование для фальсификации продукции. И это оборудование  имеет сертификаты РФ. Вам непременно понравится такой общепитовский куреночек с аппетитной блестящей корочкой, перед жаркой старательно обработанный триполифосфатом натрия.  Также учитывайте, что из-за высокого содержания в промышленно выращенных курах анаболических стероидов и тетрациклина их предельно допустимая доза для здорового взрослого человека — 1 курица в месяц. Спортсменам их есть нельзя, т.к. тут же попадешься на допинг-контроле. А ""домашние курочки"", которых благообразные бабушки продают доверчивым покупателям, — это куры из ближайших магазинов, которых эти бабуси для привлекательного желтоватого цвета обрабатывают в слабом растворе йода, для веса и упитанного вида нашпиговывают из шприца водой и продают по полутора-двухкратной цене, как выращенные в своем домашнем садике на экологически чистом корме. Продавая по 4-5 таких курочек в день, смышленые бабуси получают прибавку к своим пенсиям. СПОСОБЫ ПРОВЕРКИ ПРОМЫШЛЕННО ПРИГОТОВЛЕННЫХ КУСКОВЫХ МЯСНЫХ ПРОДУКТОВ   Отрезать кусок толщиной 1-1,5 см и поджарить на масле с двух сторон до образования легкой поджаристой корочки. Готовый полноценный продукт при промышленном приготовлении уже потерял излишнюю воду, потому практически не изменит свои размеры и массу, но поджарится до румяной корочки. Продукт, насыщенный водным раствором различных достаточно токсичных субстанций, перед образованием поджаристой корочки вначале потеряет излишнюю воду, потому будет поджариваться дольше, шипеть сильнее (испаряется привнесенная вода), почти вдвое уменьшится как в визуально  определяемом объемном размере (сильно съежится), так и в массе.  Введенные токсичные вещества при этом останутся в продукте.  —  Еще проще проверить купленный готовый продукт по быстрому намоканию бумаги (обычной писчей), в которую продукт завернут и помещен в полиэтиленовый пакет. После завертывания в новую бумагу, она вновь быстро намокает. Так и в третий, и в четвертый раз. Внесенная вода (оплаченная по цене мяса) непрерывно сочится из продукта.  Существует множество достаточно вредных добавок, которые производители добавляют в продукты, для того чтобы они не портились, хранились вечно, были красивы, приятно пахли, были неестественно вкусны и потребитель их охотно покупал.  Вот что сообщила одна из наших подписчиц о сосисках «Ганноверских» производства «Тавра»:  «Мой благоверный по пути на рыбалку купил себе несколько сосисок, чтобы их там на костре поджарить, но забыл - увлекся рыбной ловлей. Вспомнил он про них только через неделю - готовясь к очередной вылазке на природу.  Нашел их в рюкзаке, с опаской развязал кулек - и обалдел - они так же  аппетитно пахли.... Вы представляете себе мясной продукт, который  пролежав неделю на летнем солнышке в завязанном полиэтилене остался бы свежим? Я тоже не представляю. И я задумалась, а из чего, собственно говоря, эти сосиски делают? Если бы это была соя - она тоже должна испортиться... В общем, у нас в семье сосиски больше не едят...»"	2016-05-22 21:02:38
5		2016-05-22 17:35:13
6	Поддержи земляков..	2016-05-21 07:16:12
7	Если хочешь о важном — давай о важном. Хотя это понятие так двояко. Одиночество — вовсе не так уж страшно. Страшно в двадцать один умереть от рака.  Страшно ночью не спать от грызучей боли, Что вползает под кожу и ест с корнями. А ты роешь могилу от слов «уволен», Или «лучше остаться с тобой друзьями».  Говоришь, как пугающи предпосылки Неизбежности рока, судьбы, удела? Страшен выбор — идти собирать бутылки, или сразу идти на торговлю телом.  Говоришь, нет квартиры в многоэтажке, Платежи коммунальные шею душат? А когда-то хватало малины в чашке И оладушек бабушкиных на ужин.  Говоришь, что вокруг — дураки и драмы, Что в кошмарах — тупые пустые лица. Страшно — в девять ребенку лишиться мамы. Страшно — маме ребенку не дать родиться.  Страшно видеть, как мир в себе носит злобу, Как друзья обменялись ножами в спину. Если хочешь о важном — давай о добром. Как быть добрым хотя бы наполовину?  Как найти в себе силу остаться честным, Ощутить в себе волю, очистить душу? Правда, хочешь о важном? Садись. Чудесно, Это важно, что ты еще хочешь слушать.	2016-05-18 17:38:00
8		2016-05-16 18:32:20
9	"Джентльмен Путин и международные гниды Вы даже не предствляете, что произошло!!! Нужно, всего лишь сложить два плюс два. Итак начнём...  Президент россии Владимир Путин анонсировал создание национальной гвардии для борьбы с терроризмом и организованной преступностью, сообщает reuters.«решение принято, мы создаем новый федеральный орган исполнительной власти на базе внутренних войск мвд, создаем национальную гвардию, которая будет заниматься борьбой с терроризмом, организованной преступностью, в тесном контакте с мвд продолжит исполнять те функции, которые исполняли подразделения омон, собра и так далее», — заявил Путин (цитата по риа «новости»).  ""мы зафиксируем это, как мы это и обсуждали с министром внутренних дел, не только в указе, но и в будущем федеральном законе с тем, чтобы не было никакого разнобоя, с тем, чтобы все работало четко и слажено"", — добавил президент.  Думаем с вами.  Очень кратко. До сегодняшнего дня, все эти силы - ""омон, собр и так далее"" находились в подчинении правительства россии. Для тех , кто не понял: не в подчинении президента, а в подчинении правительства, того самого, сцуко, которое довело страну, ""до ручки""!  Делаем вывод. До сих пор, именно до вчерашних событий, я имею ввиду, вброс компромата на Путина, вероятно, имелось и действовало некое соглашение, к которому темнейшего, ""принудил"" ельцин. Думаю не столько сам ельцин, а его окружение, встретившее Путина ""в штыки"", после ""отставки"" ельцина.  Немного отступим.  Договор с предателем ельциным, в принципе, был прост. Когда перед самым новым годом, к ельцину зашла группа офицеров гру, во главе с Путиным, алкаш понял, что ему не отвертеться. Возникла ситуация, в которую с одной стороны поставили жизнь ельцина и его семьи, а с другой стороны, за добровольный отказ, ельцину и ко, оставляли ""честное имя"" и всё ""честно наворованное"". Если бы ельцина тогда умертвили, возникло бы безвластие - форс-мажорная ситуация, которая не была бы у Путина под контролем. А этого темнейший допустить не мог. Сто процентов, вмешались бы ""внешние силы"", которые бы скомпроментировали ""заговорщиков"". Слишком тогда они, эти силы, были сильны.  Логически представить, дело было так: ""мы оставляем тебе всё, включая ""почёт и уважение"", но ты молчишь, что тебя ""отрекли от престола - свергли"". Ты типа - добровольно. И живи, сколько бог даст, ты и твоя семья.  Но.... Если только пикнешь... Да, нам будет трудно, очень трудно"" ....От себя - думаю, Путин осознавал, что не просто трудно - фатально...Но продолжу..."" но... Если пикнешь....Если только, пикнешь, ты помнишь, чем закончил троцкий - тебе по любому, не жить!""  Тварь, по имени ельцин, всё понял правильно, и, держал язык за зубами.Но отнять власть у пьяницы, было просто. Всё самое сложное, началось потом. Потом было отчуждённо-настороженное окружение алкаша-предателя, в котором, ему необходимо было стать своим!  Всякие, ссука, чубайсы, волошины, бородины и проч., всех их необходимо было ""двигать"" под разными предлогами. Их сажали на, охренеть какие, денежные посты, лишь бы рот не разевали. Они типа возмущались, но увидев, такое количество денег, затихали, и замолкали, ввязываясь в процесс обалденного бизнеса! Самое главное, чтобы их ""усыпить"", чтобы они не подняли тревогу ""sos!!!"" и они не пронюхали.  И далее, договор с окружением ельцина был, его не могло не быть, ведь все эти люди, стали ""смотрящими"" запада, его ушами, глазами и ноздрями... Чтобы вдыхать запах побеждённой россии! Договор был такой:""я тут сам потихонечку справляюсь, а вы ваши бабки вывозите, сколько получилось - всё ваше. Но вы меня не трогаете, я вас. А если вы ""включите бычку"", я тоже... И тогда.... Ведь и вы не знаете, кто победит?""  И запад, в их лице, предпочёл синицу в руках, а знаете почему???  Он одурел от такого количества денег!!! Он просто потерял разум, от такого количества денег!  И он ""повёлся!....  Создание гражданского общества.  А тем временем, Путин прилагал все усилия, для того чтобы создать гражданское общество!  И он это сделал, всеми правдами и неправдами. Я помню как в нашем мухосранске, проводили интернет, за средства ""фонда сороса"". И теперь россия, одна из самых обеспеченных интернетом стран в мире! Но благодаря, именно интернету, который, буквально, объединил огромную территорию, огромную страну россию, для нас вдруг, владивосток и находка, перестали быть на ""краю земли"", перестали быть виртуальными. А ещё ""автодорога Путина"", по которой он проехался с ветерком на ""жёлтой приоре"", объединяя всю страну! И сколько сил его, сколько времени, но россия стала целостной, единой!  Но, к сожалению, это не про партию ""единая россия"". Эта партия, тот самый ход, очень умный(расчётливый) ход, который сделал Путин. Он реально, спрятался за ней, за этой партией. Вспомните, как он стал её зиц-председателем, так и не вступив в неё, не стал её членом, а паче, не испачкался в дерьмо. И пиндосы, снова повелись!  А кто такие, эти едросы, мы теперь увидели, когда они саботировали в полном составе, предложения президента.  На этом с предисторией всё!  И вот, оказывается, получается, что мы не заморачивались, что омоны-шмоны, не подчинялись президенту. Как-так, армия, флот и все другие, я думал подчиняются, а оказывается, у этого, не могу произносить слово ""нашего"" правительства, вдруг существует ""своя армия""? А ведь эта армия, да будь она хоть трижды из патриотов, она будет выполнять приказы правительства, (правительства карл!), а не президента! И в случае чего, это, кто ещё не понял, настоящая гражданская война!  Но вернёмся, к джентльмену Путину.Он принципиален. Очень принципиален. И слова, за которыми следует рукопожатие, для него есть договор. И это для него свято. Он, как и договаривался с западом (читайте с окружением ельцина), так себя и вёл, с честью и достоинством, вспомните хотя бы музей ельцина в ""кате"". Он держал слово, данное джентльменом, ну если и не джентльменом, то человеком слова и чести. Чего не скажешь о них.  А с этого момента поподробнее!  Гниды, и они сами теперь это знают, нарушили договор. Они жутко испугались. Испугались потери баснословных денег. Именно вливания россии в трэжерис, до сих пор держат доллар. Вы наверное, полагаете, что это китай? Не будьте наивным, мой дорогой читатель! Деньги без пушек, вернее без ядерных ракет, сегодня в мире, ничего не значат! Что может противопоставить какой то там китай, с какими то там своими триллионами против американских семи флотов, космической поддержкой и ядерным арсеналом???  Деньги - абсолютная условность в этом мире!!! Ракеты - абсолютная власть.  Русские ракеты - вот он - гвоздь в жопе у амеров! И никакие деньги здесь амерам помочь не могут. Китай лишь спрятался в тени русских ракет. При том и чувствует себя совсем неплохо, но не об этом речь. Так вот, продолжу, что бы расставить точки над ё!  Еще не момент, рушить систему, да она ещё и не рухнет, но темнейший санировал процесс, когда пиндосам приходиться тратить очень много денег на оборону. Да ещё новые, завоёванные страны, типа прибалтики, болгарии и др. Где надо ставить оборону, а значит тратить много денег, очень много. А с учётом ""распилки"" натовского бюджета, это ""много"" превращается в бесконечность.  Теперь к нашим подробностям.  Итак, запад не сдержал обещания, т.Е. Нарушил договор о том, что никто друг друга не трогает. Спалились черти! В ответ на это темнейший выбивает ""дубину"" из вражеских рук, точнее из рук нашего любимого правительства. Но эти падлы, нарушив договор, ""перегнули палку"", и уже госархив, переподчинён президенту, и начинается слив инфы, о том,  ""хто, хде, и када?"" ""о сколько нам открытий чудных, готовит просвещенья дух!""  Прольются теперь ручьём им наши слёзы. Помяните моё слово.Они сами развязали ему руки, пойдя против договора, они сами заставили его это сделать, и с этого момента, вся сила родины - армия, флот, милиция, омон, национальная гвардия, вся сила родины, сжалась в один единый кулак. Подчинённый президенту. Он начнёт потихоньку сливать, всяких неожиданных, глубоко почитаемых людей, а ""слив"", помноженный на пикантные подробности, как у касьянова, начнёт менять, перерождать наше общество, что бы никакая гнида не смогла более затесаться в ряды патриотов.  И вскоре, дорогой читатель, мы увидим огромный исход, обманутых людей из партии едросов, а ещё более, примазавшихся к ней конъюктурщиков, но в наш век интернета, их будут знать всех в лицо. Можно ещё много чего предположить, но время само начнёт всё расставлять по своим местам, оставим, дорогой читатель, эту честь ему!  Главное, мы поняли с вами одно: они расторгли договор с Путиным, эти международные гниды, и иже с ними.... Им в россии недолго осталось!  Они будут ещё кричать и возмущаться, но они всегда будут возмущаться, потому, что с гнидами можно поступать очень просто - их давить!"	2016-05-15 17:21:40
10		2016-05-07 07:50:41
