post_id	text	date
1	Куплю, приму в дар такую хрень👇👇👇	2016-03-22 15:10:56
2		2016-02-27 12:41:26
3	А мама знает ? [id32732836|Лаврентий Крибель]	2016-01-16 13:56:10
4	Задай мне вопрос | askfm.im/prinic47	2015-11-23 17:26:45
5	ПРОДАЮ AMD говорили она , потянет материна кричал он, кулер с запасам будет работать утверждал голос из тумана , камень зашибатый сказало эхо , такой комп мы ниразу не собирали сказали они перед выдачей чека	2015-11-09 20:47:01
6	Как убить угоны машин в РФ.(SMOTRA LOCATOR)	2015-10-19 14:21:48
7	Ну давай попробуй)	2015-09-17 20:26:25
8	За репост спасибо ))) Продам очень хороший 6 канальный пульт Регулятор скорости на 12 ампер фирмы ESC  2 Акума на 800 мили Ампер  Движок на 450 грамм (на картинки немного не он ) 3 Серва на 1,5 кг art tech as 090 Винт  Зарядное устройство balancer charger s3b01 ПО ЦЕНЕ В ЛС	2015-09-12 14:49:51
9	Брат со своим роботом З..... меня)	2015-09-11 18:50:12
10	Пара начинать	2015-09-02 20:37:07
11		2015-08-31 20:38:26
