post_id	text	date
1	Продам бу Размер 26 400 р	2016-04-01 19:46:00
2		2016-03-26 06:59:36
3	Продам б/у 1000 р	2015-11-11 11:08:24
4		2015-09-08 06:20:18
5	спасибо вам мои дорогие) очень приятно......	2015-08-30 20:35:00
6		2015-07-14 15:46:14
7		2015-04-28 06:14:04
8	меня нет в городе до 24 января	2015-01-12 19:27:42
9		2015-01-11 21:21:12
10	2 месяца , отдам бесплатно, вислоухая!! Приучена к горшку	2014-10-30 18:03:52
11	Кому?? Красавица, вислоухая, 2 месяца, приучена к горшку, кушает дом пищу	2014-10-25 12:16:15
12		2014-09-28 06:22:48
13	Продам, б/у	2014-09-21 12:52:25
14	всем спасибо за поздравления)	2014-08-31 13:01:31
15		2014-08-30 08:50:47
16	@vintaframe http://instagram.com/p/sT1Meep0ev/	2014-08-30 07:58:50
17		2014-07-05 05:53:02
18		2014-06-25 17:03:50
19	в отпуске..... до 2 июля!	2014-06-16 20:08:53
20		2014-06-16 20:08:36
