post_id	text	date
1		2016-03-12 18:12:52
2		2015-09-20 20:47:46
3	#like #life #instalife #instalike #InstaSize #flowers #цветы #розы #rose #букет #люблютебямуж #приятности #🌹	2015-09-07 08:53:26
4	#🌹 #приятности #rose #розы #flowers #instagood #instalife #instalike #InstaSize #life #like #цветы #букет	2015-09-07 08:52:45
5	#мангал #шашлыки #сад #всаду #подарок #орда #horde #wow #life #like #instagood #instalife #instalike #InstaSize	2015-09-07 08:19:43
6	JoyReactor - смешные картинки	2015-07-28 19:35:31
7	Любимый,  с годовщиной! Я тебя очень сильно люблю!♥	2015-06-14 17:19:00
8		2015-06-13 23:41:56
9		2015-05-10 15:06:06
10	Снак, я тебя прибью за статус!	2015-04-18 13:09:01
11	#лето #отдых #закат #любовь	2015-02-20 10:40:34
12		2015-02-19 17:30:32
