post_id	text	date
1		2014-12-15 22:47:36
2		2014-12-06 22:35:39
3		2014-12-01 20:42:42
4		2014-04-18 20:46:18
5		2014-03-10 21:16:36
6		2012-11-28 20:42:22
7		2011-09-27 04:17:46
8		2011-09-19 17:42:26
9	Привет, киска! Как на счет встретиться? Я куплю бутылочку вина, квартира полностью в нашем распоряжении.  - Заманчивое предложение. Только Насти дома нет и она оставила свой телефон. Это её папа. Лучше пивасика возьми. Я скоро буду. Муур.	2011-09-10 11:17:12
10	Наконец-то ДОМАААААААААА!!!	2010-12-31 08:10:18
11	давай новые шедевры!	2010-11-01 15:42:39
12	Всем нравятся маленькие котята, маленькие щенята, маленькие цыплята, детишки... И только маленький писюн не нравится никому..	2010-10-20 20:33:56
13	Помню как ты куришь. больше про тебя ничего не хочу помнить....	2010-10-19 19:32:34
14	♥	2010-09-02 18:41:34
15	пздц(	2010-09-01 20:12:09
16	давно и не правда вхаха.	2010-07-27 21:09:46
17	-откуда у тебя мой номер?-мне вчера девка дала.-поздравляю,так откуда номер?	2010-07-14 20:25:31
