post_id	text	date
1		2016-05-23 07:45:23
2		2016-05-07 17:55:00
3		2016-04-13 08:04:27
4		2016-03-27 04:56:43
5	Доча в садике)))	2016-03-04 20:32:51
6	Отдохнули хорошо!	2015-12-27 20:36:26
7		2015-11-28 18:56:09
8		2015-11-26 08:16:05
9		2015-11-25 19:47:25
10		2015-11-21 17:23:26
11		2015-11-21 17:22:06
12	Открыли зимний сезон!!!	2015-11-05 07:00:01
13		2015-11-03 17:27:21
14	Доча в садике)))	2015-10-13 21:05:36
15		2015-09-10 07:11:55
16		2015-09-07 07:02:09
17		2015-08-23 11:51:07
18		2015-08-10 08:08:51
19		2015-08-09 20:52:14
20		2015-08-07 08:45:48
21		2015-07-30 12:58:14
22		2015-07-21 17:02:08
23		2015-07-17 09:28:29
24		2015-07-17 09:27:15
25		2015-07-08 17:37:38
26		2015-06-29 07:05:23
27		2015-06-21 21:13:54
28		2015-06-14 21:22:05
29		2015-06-12 10:55:47
30		2015-06-09 08:06:31
31		2015-05-25 20:15:08
32		2015-05-22 23:16:54
33		2015-05-06 12:16:57
34		2015-05-02 10:53:25
35		2015-04-25 21:01:31
36		2015-04-16 07:27:16
37		2015-04-04 20:23:00
38		2015-03-27 05:07:30
39		2015-03-15 21:24:43
40		2015-02-24 09:07:56
41	Отдохнули просто отлично!!!	2015-02-22 08:23:59
42		2015-02-01 21:42:00
43	Рыбалка сегодня классная была!!!	2015-01-18 19:01:21
44		2015-01-11 19:36:14
45	Рыбалка сегодня экстримальная)))) ели проехали)))	2015-01-04 21:50:34
46		2014-12-29 20:06:30
47		2014-12-22 07:10:26
48		2014-12-14 19:27:00
49	У меня 1100 уровень.	2014-11-27 10:27:04
50		2014-11-18 08:03:28
51	Моя первая в жизни зимняя рыбалка!!!	2014-11-16 18:42:53
52		2014-11-01 14:12:08
53	Рыбалка удалась))	2014-10-18 21:16:45
54	Первая рыбалка на налима))	2014-10-11 14:19:14
55		2014-10-04 14:48:55
56		2014-09-28 19:23:35
57	Юбилей Артёма!!!	2014-09-22 19:45:01
58	Юбилей Артёма!!!	2014-09-22 19:41:32
59		2014-09-21 19:56:30
60		2014-09-09 07:34:04
61		2014-08-23 19:23:53
62		2014-08-20 07:11:05
63		2014-08-16 16:36:30
64		2014-08-06 19:09:17
65		2014-08-06 19:06:18
66		2014-07-27 10:33:41
67		2014-06-15 19:26:18
68		2014-06-13 17:59:39
69		2014-06-05 22:19:34
70		2014-06-05 08:12:56
71		2014-05-19 20:22:10
72		2014-05-16 09:39:14
73		2014-05-13 19:49:17
74		2014-05-05 04:34:08
75	У меня 1000 уровень.	2014-04-18 19:29:47
76		2014-03-31 07:11:28
77	"Предлагаю посмотреть видео ""Офигеть! Птицы танцуют в небе Израиля 22 февраля 2014"" на YouTube"	2014-03-27 07:14:00
78		2014-03-27 05:49:39
79		2014-03-27 04:14:17
80		2014-02-23 10:59:22
