post_id	text	date
1		2016-05-02 15:44:11
2	Есть над чем задуматься каждому человеку)	2016-02-18 20:27:55
3		2015-12-31 22:04:34
4	"В пятницу 11.12.2015 мы командой ""Женская логика в мужской кампании"" заняли третье место в турнире по ""Что? Где? Когда?""!"	2015-12-13 19:22:44
5	БААААААРСА победила в эль классико!! Реал Мадрид - БАРСЕЛОНА 0-4!!! Просто разгром, Реал в этой игре был очень плохой командой, хотя моменты имел в своем активе и кипер Барселоны как и вся Барса сыграли замечательно в этой игре)))	2015-11-21 22:07:35
6	НЕЙМАР молодец, в отсутствии Месси и Иньесты взял на себя бразды правления атакой и был настоящим лидером в мачте с Райо Валекано, как итог покер (4 гола) Неймара за Барсу и голевая передача на Суареса. Барселона 5 - 2 Райо Вальекано! Поздравляю болельщиков Барсы с победой. Райо Валекано удивил своей игрой, по качеству игры они не заслужили такого поражения,они смогли обойти Барсу по владению мячом 57 на 43%, нанесли больше ударов 22 против 14, но им не повезло с тем, что на поле был Неймар.	2015-10-17 23:30:10
7	Поздравляю болельщиков сборной России по футболу с победой над командой из Молдовы. МОЛДОВА - РОССИЯ  1:2!!!	2015-10-09 23:38:36
8	"Статья с газеты МГТУ им. Г.И. Носова: ""Денница"" http://magtu.ru/dokumenty/finish/502-dennitsa-za-2015-god/3742-dennitsa-14-ot-18-sentyabrya-2015-goda.html"	2015-10-03 19:16:09
9	Чудесная команда ЦСКА, это же надо, после первого тайма с Мордовией, ЦСКА горел 3-0, играя вдесятером, а во втором отыграли 3 мяча, пропустили 4-й, проигрывали 4-3, а затем умудрились забить еще 3 мяча и выиграли 4-6! Праздник голов просто! Поздравляю болельщиков ЦСКА с такой великолепной и тяжелой победой!	2015-09-20 15:32:17
10	CENTR - ВИРАЖЫ (2014)  Спроси меня: «О чём это», я улыбнусь, наверное, Над этим городом чёрным горит наша эмблема, Писал и зачёркивал, тут в лопатнике вера, В шибздики AMG, в то, что выгорит дело, Внутри хип-хоп-демон, с ним глухие дебри Мимо звёзд через тернии мы друг друга терпим, Это тёрки за жизнь, ту, что в разных оттенках, Локтями не воткнись, когда танцуешь у стенки, Не знаю, кто тут король на этой вечеринке, Уставший негр, что-то пел с виниловой пластинки. Всем привет из ямы, я весёлый Мурзилка, Тебе мелом нарисую грустные картинки. Не про снепбеки и Джорданы, Музло дымится, как дымится  Косоглазый зажжённый. Вы чё хотели, пижоны? Все модно пляшем в лосинах и шортах  Под кайфом дешевым Накину майку с кошёлкой, огромный капюшон Мы прокачаем твой подъезд своим галимым шоу Вопрос решённый - белая кожа под балахоном. Это музло воняет поном, сексом и бетоном  Радует эта движуха, радует жизнь И, может, где-то лучше, где - покажи Вместе заходим в эти виражи Мы своё возьмём, пусть пока полежит Радует эта движуха, радует жизнь И, может, где-то лучше, где - покажи Вместе заходим в эти виражи Мы своё возьмём, пусть пока полежит  На качелях в городе дорог Дорог огород, на плакате лица наоборот Логопеды в шоке, дальше как пойдёт Трое снова вместе, новый поворот. Это лучше стифа по трассам Сделано на совесть в районах,  Но вспыхнули массы Не в кассу ваш трэп - это паста, Осторожно, если пудришь носик,  А то быстро склеишь ласты. Образы из реальности на биты, Тройной удар, Центр, столица, ночные коты. Тут не решают тазы, затворы, пазы. В капюшонах типы, всем напас из Москвы. В руках микрофон, рядом они, Стайл наш не гони, просто в этом все мы,  Три MC, дым столбом, из колонок биты, В переулках хип-хоп, остальное – понты.  Радует эта движуха, радует жизнь И, может, где-то лучше, где - покажи Вместе заходим в эти виражи Мы своё возьмём, пусть пока полежит Радует эта движуха, радует жизнь И, может, где-то лучше, где - покажи Вместе заходим в эти виражи Мы своё возьмём, пусть пока полежит  Как вам такой флэшбэк, а? На сцене три микрофона,  У микрофона три человека. Перемотка назад, back in the days, Им точно есть, чё рассказать, раз они снова здесь. Как же это весело, наблюдать,  Как остальных рэперов бесит То, что мы снова мутим совместки Но мы в самом процессе,  И даже когда уйдём на пенсию, Будем оттуда напрягать вас не по-детски. Простите, но мы не местные,  Мы с тех окрестностей, Где из-за гостей постоянно тесно. Этот город заставляет действовать, Делая творчество CENTR’a еще более честным. Это музыка протеста, как и десять лет назад, Да, мы из другого теста, тебе не показалось. Откинься на спинку кресла, закрой глаза, И вруби это музло, чтобы оно тебя напрягало! Ну чё, ладно, тогда до скорого! Ищи наши наглые морды на афишах своего города. Я не отращивал бороду, я гонял упоротый, Но дам отпор любому уроду,  И это здорово, кто-то потеет до седьмого пота и Мечтает тут свернуть огромные горы. Я бы работой это даже не назвал, Для текстов есть чердак, для записи – подвал.	2015-09-13 15:30:26
11	Я в шоке от такой игры сборной России, давно я не видел такой вдохновенной игры от сборной, 4 мяча (покер) забил АРТЁМ ДЗЮБА, я даже не помню, когда в последний раз в сборной кто-то из сборной делал покер, это очень круто, а ещё я не помню такого матча, где было бы забито 7 мячей сборной. Хоть и был в соперниках Лихтенштейн, хоть и был удален игрок Лихтенштейна, но все же даже слабые по классу команды не всегда получается обыгрывать фаворитам, но сегодня Россия это сделала, да ещё как сделала, счёт 0-7! Не зря пригласили Слуцкого, тащит сборную он в Чемпионат Европы, не без помощи удачи и не без помощи сборной Австрии, но Россия сейчас занимает 2-е место в группе. Поздравляю всех болельщиков с победой, а Артёма Дзюбу с покером!	2015-09-08 23:34:06
12	Вот это дааа. 1 тайм матча Лихтенштейн - Россия завершился. А Россия ведет не со счетом 0-1, не со счетом 0-2, а выигрывает со счетом 0-3!!!	2015-09-08 22:36:48
13		2015-09-08 18:50:04
14	Первый матч Слуцкого у руля сборной не вышел комом. Вытерпели и получили результат. Россия - Швеция 1-0!!!	2015-09-05 20:59:16
