post_id	text	date
1	#вкусняшка#макаронс#многонебывает🍰🍫☺️😊	2016-05-24 13:26:12
2	#скоролето#скоросчастье#люблюнемогу👼💞🎀💋	2016-05-23 13:47:20
3		2016-05-08 20:06:19
4	#вербноевоскресенье👼	2016-04-24 12:14:00
5		2016-04-20 04:06:57
6		2016-04-03 20:55:12
7	#воттаксмотриммажора#спитмоярадость💜	2016-02-02 21:16:08
8	#нашатолстаядевочка#луша#12летвместе#голубаякровь#девушкасхарактером 😸😻😽	2016-01-14 23:29:45
9	.....	2015-11-17 18:48:00
10	🙊🙉	2015-09-13 22:07:09
11		2013-04-28 08:12:45
12		2013-02-23 23:12:28
